chrom	feature	start0	end0	strand	locus_tag	gene_name	rna_type	gene_product	gene_len	SRR35996296_sense_avg_depth	SRR35996296_antisense_avg_depth	SRR35996296_sense_TPM	SRR35996296_antisense_TPM	SRR35996297_sense_avg_depth	SRR35996297_antisense_avg_depth	SRR35996297_sense_TPM	SRR35996297_antisense_TPM	SRR35996298_sense_avg_depth	SRR35996298_antisense_avg_depth	SRR35996298_sense_TPM	SRR35996298_antisense_TPM	sample_95_sense_TPM	sample_95_antisense_TPM	sample_enr_sense_TPM	sample_enr_antisense_TPM	avg_sense_TPM	avg_antisense_TPM	PacBio_sense_avg_depth	PacBio_antisense_avg_depth	PacBio_sense_TPM	PacBio_antisense_TPM	ONT_rep1_sense_avg_depth	ONT_rep1_antisense_avg_depth	ONT_rep1_sense_TPM	ONT_rep1_antisense_TPM	ONT_rep2_sense_avg_depth	ONT_rep2_antisense_avg_depth	ONT_rep2_sense_TPM	ONT_rep2_antisense_TPM	ONT_merged_sense_avg_depth	ONT_merged_antisense_avg_depth	ONT_merged_sense_TPM	ONT_merged_antisense_TPM
CP002027.1	gene	484672	486898	-	MMSYN1_0396		mRNA	putative liporotein	2226	28.2695	0.5409	93.6694	1.7922	29.8872	0.0000	98.5014	0.0000	78.3774	2.6968	139.4051	4.7966	96.0854	0.8961	139.4051	4.7966	117.7453	2.8463	2389.9861	83.7390	587.4907	20.5842	31.6325	2.4007	166.9225	12.6684	35.7633	1.0881	258.3814	7.8609	67.3958	3.4888	205.5270	10.6392
CP002027.1	gene	486948	489240	-	MMSYN1_0397		mRNA	putative liporotein	2292	22.6505	0.3281	75.0511	1.0871	23.9524	0.8560	78.9417	2.8212	62.2657	1.0183	110.7483	1.8112	76.9964	1.9542	110.7483	1.8112	93.8723	1.8827	1454.0964	28.8682	357.4364	7.0962	15.8944	0.5554	83.8736	2.9309	23.4184	0.7186	169.1927	5.1916	39.3128	1.2740	119.8865	3.8851
CP002027.1	gene	489279	491742	-	MMSYN1_0398		mRNA	putative liporotein	2463	0.2858	0.0000	0.9471	0.0000	0.2566	0.0000	0.8457	0.0000	0.7856	0.3508	1.3973	0.6239	0.8964	0.0000	1.3973	0.6239	1.1469	0.3120	813.8733	28.4649	200.0610	6.9971	28.8429	2.7182	152.2017	14.3439	20.3143	0.7645	146.7659	5.5234	49.1571	3.4827	149.9073	10.6208
CP002027.1	gene	491891	497153	+	MMSYN1_0399		pseudo	PSEUDOGENE - efflux ABC transporter_ permease protein	5262	19.9320	0.3558	66.0434	1.1788	21.7729	0.5148	71.7584	1.6967	60.4781	0.6862	107.5688	1.2206	68.9009	1.4378	107.5688	1.2206	88.2349	1.3292	1722.3554	28.2252	423.3781	6.9381	126.9436	1.3354	669.8717	7.0469	153.2140	0.5739	1106.9365	4.1465	280.1575	1.9094	854.3553	5.8227
CP002027.1	gene	497200	497752	+	MMSYN1_0400		mRNA	ThiJ/PfpI family protein	552	78.5399	0.0000	260.2371	0.0000	67.3768	0.6884	222.0583	2.2688	517.2917	2.6033	920.0757	4.6303	241.1477	1.1344	920.0757	4.6303	580.6117	2.8823	1020.6232	0.5851	250.8829	0.1438	75.4221	0.0127	397.9968	0.0669	55.3170	0.0054	399.6531	0.0393	130.7391	0.0181	398.6959	0.0552
CP002027.1	gene	497849	499634	+	MMSYN1_0401		pseudo	PSEUDOGENE - peptidase C39 family protein	1785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.9120	2.5574	8.5818	0.6286	3.4639	3.2515	18.2786	17.1581	1.6000	1.2022	11.5596	8.6859	5.0639	4.4538	15.4425	13.5820
CP002027.1	gene	499638	500133	+	MMSYN1_0402		mRNA	putative metalloprotease	495	0.4000	0.0000	1.3254	0.0000	0.6182	0.0000	2.0374	0.0000	47.0323	0.0000	83.6536	0.0000	1.6814	0.0000	83.6536	0.0000	42.6675	0.0000	486.2000	4.5192	119.5145	1.1109	35.5475	0.0000	187.5814	0.0000	7.7838	0.6364	56.2365	4.5976	43.3313	0.6364	132.1411	1.9406
CP002027.1	gene	500136	501042	+	MMSYN1_0403	era	mRNA	GTP-binding protein Era	906	1.0751	0.0000	3.5621	0.0000	3.3985	0.0000	11.2005	0.0000	44.2340	0.7804	78.6764	1.3880	7.3813	0.0000	78.6764	1.3880	43.0288	0.6940	639.2550	6.1060	157.1375	1.5009	47.5464	0.4205	250.8986	2.2191	27.2241	0.6711	196.6877	4.8484	74.7704	1.0916	228.0164	3.3289
CP002027.1	gene	501041	501791	+	MMSYN1_0404	recO	mRNA	DNA repair protein RecO	750	0.1200	0.0000	0.3976	0.0000	1.7507	0.0000	5.7698	0.0000	4.3493	0.0000	7.7359	0.0000	3.0837	0.0000	7.7359	0.0000	5.4098	0.0000	650.5920	4.6547	159.9243	1.1442	44.0933	1.6973	232.6772	8.9567	30.4400	0.0000	219.9221	0.0000	74.5333	1.6973	227.2933	5.1761
CP002027.1	gene	501854	503225	+	MMSYN1_0405	glyS	mRNA	glycine--tRNA ligase	1371	204.1444	0.0000	676.4203	0.0000	227.2064	0.3253	748.8196	1.0721	545.3217	0.3370	969.9309	0.5994	712.6199	0.5361	969.9309	0.5994	841.2754	0.5677	9620.7542	8.0350	2364.9107	1.9751	109.4427	0.5886	577.5212	3.1061	44.6944	0.3341	322.9068	2.4135	154.1371	0.9227	470.0493	2.8138
CP002027.1	gene	503259	505098	+	MMSYN1_0406	dnaG	mRNA	DNA primase	1839	4.6020	0.0000	15.2483	0.0000	5.9521	0.2110	19.6169	0.6954	45.3382	0.2463	80.6404	0.4381	17.4326	0.3477	80.6404	0.4381	49.0365	0.3929	6193.5982	13.4013	1522.4697	3.2942	53.4492	0.0000	282.0472	0.0000	30.7417	0.0000	222.1019	0.0000	84.1909	0.0000	256.7445	0.0000
CP002027.1	gene	505100	506621	+	MMSYN1_0407	rpoD	mRNA	RNA polymerase sigma-A factor	1521	287.1262	0.5056	951.3755	1.6752	302.6154	0.8915	997.3501	2.9382	581.7633	4.8008	1034.7475	8.5389	974.3628	2.3067	1034.7475	8.5389	1004.5551	5.4228	3259.2354	10.9336	801.1639	2.6876	64.6857	0.0000	341.3418	0.0000	62.7929	0.3386	453.6645	2.4463	127.4786	0.3386	388.7528	1.0326
CP002027.1	gene	506620	507298	+	MMSYN1_0408		mRNA	conserved hypothetical protein	678	3.2773	0.0000	10.8591	0.0000	5.8953	0.0000	19.4295	0.0000	48.2994	0.0310	85.9073	0.0551	15.1443	0.0000	85.9073	0.0551	50.5258	0.0275	658.2507	5.1077	161.8069	1.2555	37.0767	0.3687	195.6510	1.9458	40.5649	0.6475	293.0722	4.6780	77.6416	1.0162	236.7721	3.0990
CP002027.1	gene	507284	508061	+	MMSYN1_0409		mRNA	NIF3 family protein	777	0.0000	0.0000	0.0000	0.0000	0.0515	0.0000	0.1697	0.0000	0.7323	0.0000	1.3025	0.0000	0.0848	0.0000	1.3025	0.0000	0.6937	0.0000	69.9459	0.9254	17.1937	0.2275	31.4595	0.0000	166.0092	0.0000	10.8520	0.2227	78.4032	1.6086	42.3115	0.2227	129.0310	0.6790
CP002027.1	gene	508069	509431	+	MMSYN1_0410		mRNA	superfamily II DNA and RNA helicase	1362	1.7651	0.0000	5.8484	0.0000	4.3789	0.7930	14.4317	2.6134	31.5734	0.9178	56.1578	1.6324	10.1400	1.3067	56.1578	1.6324	33.1489	1.4695	303.0169	11.9317	74.4856	2.9330	28.6975	1.4721	151.4346	7.7682	25.2078	0.2827	182.1205	2.0422	53.9053	1.7548	164.3870	5.3513
CP002027.1	gene	509470	510985	+	MMSYN1_0411		mRNA	putative membrane protein	1515	26.5036	5.8931	87.8182	19.5263	32.2667	6.7677	106.3434	22.3046	137.6033	19.4673	244.7467	34.6254	97.0808	20.9155	244.7467	34.6254	170.9138	27.7704	2843.7142	26.9578	699.0232	6.6266	63.6568	2.8205	335.9120	14.8834	34.6073	1.0495	250.0296	7.5824	98.2640	3.8700	299.6614	11.8017
CP002027.1	gene	511100	515255	+	MMSYN1_0412		mRNA	putative membrane protein	4155	19.8785	0.1201	65.8661	0.3979	30.7461	0.2185	101.3320	0.7202	171.8274	0.8652	305.6192	1.5389	83.5990	0.5591	305.6192	1.5389	194.6091	1.0490	4837.0315	12.4631	1189.0074	3.0636	174.3187	0.3391	919.8665	1.7895	131.6486	0.0878	951.1315	0.6347	305.9673	0.4270	933.0634	1.3020
CP002027.1	gene	515266	515779	+	MMSYN1_0413	apt	mRNA	adenine phosphoribosyltransferase	513	632.0331	0.0000	2094.2038	0.0000	678.1637	0.9610	2235.0703	3.1673	1437.4327	1.0409	2556.6754	1.8514	2164.6371	1.5836	2556.6754	1.8514	2360.6562	1.7175	1852.9318	2.4327	455.4755	0.5980	431.7037	0.3489	2278.0682	1.8413	437.7505	0.0000	3162.6485	0.0000	869.4542	0.3489	2651.4466	1.0641
CP002027.1	gene	515861	518126	+	MMSYN1_0414		mRNA	RelA/SpoT family protein	2265	18.8861	0.0000	62.5779	0.0000	20.5272	0.3135	67.6527	1.0331	66.6636	1.1214	118.5705	1.9946	65.1153	0.5166	118.5705	1.9946	91.8429	1.2556	827.9642	19.1015	203.5247	4.6954	51.3673	0.0088	271.0616	0.0466	44.8353	0.7470	323.9251	5.3970	96.2026	0.7558	293.3751	2.3050
CP002027.1	gene	518162	521129	-	MMSYN1_0415	smc	mRNA	chromosome segregation protein SMC	2967	111.0007	2.1662	367.7941	7.1774	120.3101	1.5888	396.5141	5.2363	524.8942	3.2615	933.5978	5.8011	382.1541	6.2069	933.5978	5.8011	657.8759	6.0040	8732.7819	28.7745	2146.6352	7.0732	38.9939	3.5126	205.7681	18.5359	54.0913	1.2912	390.7977	9.3287	93.0853	4.8038	283.8685	14.6496
CP002027.1	gene	521434	521824	-	MMSYN1_0416		mRNA	conserved hypothetical protein	390	0.8513	0.0795	2.8207	0.2634	1.4667	0.0000	4.8338	0.0000	5.9718	0.2590	10.6217	0.4606	3.8272	0.1317	10.6217	0.4606	7.2245	0.2962	146.9872	19.4795	36.1314	4.7883	51.9769	3.6590	274.2783	19.3081	117.2359	0.8974	847.0029	6.4838	169.2128	4.5564	516.0235	13.8950
CP002027.1	gene	521826	522282	-	MMSYN1_0417		mRNA	cdse	456	40.8136	3.1206	135.2334	10.3400	40.4561	0.0000	133.3340	0.0000	81.8487	6.3838	145.5793	11.3544	134.2837	5.1700	145.5793	11.3544	139.9315	8.2622	242.2456	18.2434	59.5472	4.4845	48.9232	1.0724	258.1643	5.6588	130.7390	0.0000	944.5600	0.0000	179.6623	1.0724	547.8896	3.2702
CP002027.1	gene	522414	523113	-	MMSYN1_0418	rnc	mRNA	ribonuclease III	699	61.5021	0.6381	203.7837	2.1142	55.0973	0.5465	181.5879	1.8011	166.3562	1.6009	295.8878	2.8474	192.6858	1.9576	295.8878	2.8474	244.2868	2.4025	1729.6710	5.9127	425.1764	1.4534	112.3705	0.6395	592.9709	3.3745	67.2918	1.7096	486.1684	12.3514	179.6624	2.3491	547.8899	7.1636
CP002027.1	gene	523102	524107	-	MMSYN1_0419	plsX	mRNA	fatty acid/phospholipid synthesis protein PlsX	1005	26.0786	0.0816	86.4099	0.2704	43.8547	0.4468	144.5350	1.4724	147.2249	0.8299	261.8601	1.4760	115.4724	0.8714	261.8601	1.4760	188.6663	1.1737	2513.2627	1.9662	617.7938	0.4833	51.5045	0.6149	271.7853	3.2449	43.0000	1.0557	310.6653	7.6273	94.5045	1.6706	288.1964	5.0947
CP002027.1	gene	524139	525783	-	MMSYN1_0420		mRNA	dihydroxyacetone kinase 2 domain protein	1644	74.7652	0.1472	247.7300	0.4877	89.5341	0.4763	295.0835	1.5697	254.9434	1.5231	453.4526	2.7091	271.4068	1.0287	453.4526	2.7091	362.4297	1.8689	13158.2701	1.9082	3234.4796	0.4690	76.6113	0.2470	404.2722	1.3032	112.9501	0.0000	816.0391	0.0000	189.5614	0.2470	578.0776	0.7531
CP002027.1	gene	525807	526119	-	MMSYN1_0421		mRNA	conserved hypothetical protein	312	257.6955	0.0000	853.8586	0.0000	219.5481	0.0000	723.5795	0.0000	182.6090	1.2404	324.7956	2.2062	788.7190	0.0000	324.7956	2.2062	556.7573	1.1031	17751.3718	1.0000	4363.5258	0.2458	79.7372	0.3846	420.7671	2.0296	71.3942	0.2340	515.8072	1.6904	151.1314	0.6186	460.8832	1.8864
CP002027.1	gene	526287	526485	+	MMSYN1_0422	rpmB	mRNA	ribosomal protein L28	198	1836.1465	0.0000	6083.9610	0.0000	2007.6919	0.0000	6616.8866	0.0000	1500.3838	2.2222	2668.6427	3.9525	6350.4238	0.0000	2668.6427	3.9525	4509.5332	1.9763	34.8737	0.0404	8.5724	0.0099	544.0960	0.0000	2871.1538	0.0000	318.3687	0.5657	2300.1419	4.0867	862.4646	0.5657	2630.1316	1.7250
CP002027.1	gene	526548	526633	+	MMSYN1_0423		tRNA	tRNA-Leu	85	65.2941	0.0000	216.3481	0.0000	92.7059	0.0000	305.5371	0.0000	140.4235	0.0000	249.7629	0.0000	260.9426	0.0000	249.7629	0.0000	255.3528	0.0000	27.0000	1.0000	6.6370	0.2458	168.3059	0.0000	888.1376	0.0000	65.8471	1.9765	475.7301	14.2796	234.1529	1.9765	714.0618	6.0274
CP002027.1	gene	526715	527159	+	MMSYN1_0424		mRNA	conserved hypothetical protein	444	0.5766	0.0000	1.9105	0.0000	6.9144	0.0000	22.7883	0.0000	18.2860	0.6847	32.5243	1.2178	12.3494	0.0000	32.5243	1.2178	22.4368	0.6089	206.8874	2.7725	50.8557	0.6815	32.9392	1.3559	173.8176	7.1548	2.7477	0.1014	19.8519	0.7322	35.6869	1.4572	108.8292	4.4438
CP002027.1	gene	527247	528378	+	MMSYN1_0425		mRNA	phosphate ABC transporter_ substrate-binding component	1131	19.4713	0.0000	64.5169	0.0000	25.7913	0.4403	85.0023	1.4512	63.2661	0.4350	112.5277	0.7737	74.7596	0.7256	112.5277	0.7737	93.6436	0.7497	1371.8585	8.7462	337.2213	2.1499	80.0973	0.0000	422.6673	0.0000	34.2909	0.1432	247.7440	1.0348	114.3882	0.1432	348.8327	0.4368
CP002027.1	gene	528429	530520	+	MMSYN1_0426		mRNA	phosphate ABC transport system_ permease component	2091	21.0813	0.1425	69.8516	0.4722	28.6762	0.6093	94.5102	2.0080	60.1593	1.6815	107.0017	2.9908	82.1809	1.2401	107.0017	2.9908	94.5913	2.1154	735.9072	9.3132	180.8959	2.2893	44.9187	0.0000	237.0326	0.0000	36.4500	0.6093	263.3432	4.4019	81.3687	0.6093	248.1382	1.8580
CP002027.1	gene	530512	531322	+	MMSYN1_0427	pstB	mRNA	phosphate ABC transporter_ ATP-binding protein	810	42.5309	0.0000	140.9235	0.0000	47.4901	0.0000	156.5164	0.0000	137.2864	0.6049	244.1831	1.0760	148.7199	0.0000	244.1831	1.0760	196.4515	0.5380	1016.4198	7.6469	249.8496	1.8797	39.3630	0.0000	207.7154	0.0000	73.0580	0.0000	527.8277	0.0000	112.4210	0.0000	342.8338	0.0000
CP002027.1	gene	531330	532005	+	MMSYN1_0428	phoU	mRNA	phosphate transport system regulatory protein PhoU	675	9.9689	0.0000	33.0313	0.0000	15.9600	0.0000	52.6005	0.0000	113.5600	0.6815	201.9824	1.2121	42.8159	0.0000	201.9824	1.2121	122.3991	0.6061	2698.6000	2.5556	663.3522	0.6282	41.3244	0.0000	218.0660	0.0000	53.0148	0.0000	383.0201	0.0000	94.3393	0.0000	287.6926	0.0000
CP002027.1	gene	532071	533301	+	MMSYN1_0429		mRNA	peptidase_ M41 family	1230	63.7610	0.0000	211.2682	0.0000	78.3545	0.1967	258.2382	0.6484	251.1512	0.5561	446.7076	0.9891	234.7532	0.3242	446.7076	0.9891	340.7304	0.6567	2011.2967	4.7415	494.4038	1.1655	62.9805	0.0000	332.3433	0.0000	46.2024	0.0000	333.8022	0.0000	109.1829	0.0000	332.9591	0.0000
CP002027.1	gene	533290	533626	+	MMSYN1_0430		mRNA	putative transcriptional regulator	336	13.7411	0.0000	45.5302	0.0000	12.6488	0.0000	41.6875	0.0000	72.1101	0.4464	128.2579	0.7940	43.6089	0.0000	128.2579	0.7940	85.9334	0.3970	2364.4673	8.1637	581.2178	2.0067	83.6429	0.0000	441.3771	0.0000	64.0149	0.3244	462.4931	2.3438	147.6577	0.3244	450.2901	0.9893
CP002027.1	gene	533613	534387	+	MMSYN1_0431		mRNA	conserved hypothetical protein	774	113.0698	0.0000	374.6499	0.0000	112.6318	0.0000	371.2082	0.0000	308.3695	1.3708	548.4783	2.4382	372.9290	0.0000	548.4783	2.4382	460.7037	1.2191	1711.3243	8.4134	420.6665	2.0681	110.8140	0.0000	584.7570	0.0000	173.6085	0.3915	1254.2824	2.8283	284.4225	0.3915	867.3614	1.1938
CP002027.1	gene	534596	535760	+	MMSYN1_0432	metK	mRNA	methionine adenosyltransferase	1164	37.9923	0.3918	125.8851	1.2980	43.9605	0.0000	144.8835	0.0000	122.4545	1.8514	217.8024	3.2929	135.3843	0.6490	217.8024	3.2929	176.5934	1.9710	1926.4699	11.2440	473.5522	2.7639	18.0129	0.0000	95.0527	0.0000	12.7878	0.1065	92.3890	0.7696	30.8007	0.1065	93.9283	0.3249
CP002027.1	gene	535750	536434	+	MMSYN1_0433		mRNA	copper homeostasis protein	684	18.1608	0.0000	60.1748	0.0000	25.0585	0.2193	82.5869	0.7228	102.3611	0.8596	182.0636	1.5290	71.3809	0.3614	182.0636	1.5290	126.7222	0.9452	1772.7573	13.5336	435.7676	3.3267	45.5380	0.7807	240.3007	4.1197	31.5424	0.5570	227.8867	4.0243	77.0804	1.3377	235.0608	4.0794
CP002027.1	gene	536426	537743	+	MMSYN1_0434	trmFO	mRNA	tRNA:M(5)U-54 methyltransferase	1317	31.3090	0.3789	103.7406	1.2554	35.8178	0.7593	118.0470	2.5025	129.9074	1.5664	231.0584	2.7861	110.8938	1.8790	231.0584	2.7861	170.9761	2.3325	993.4351	21.6295	244.1997	5.3168	40.3333	0.8603	212.8360	4.5397	24.8983	0.9499	179.8843	6.8627	65.2316	1.8102	198.9272	5.5202
CP002027.1	gene	537768	538698	+	MMSYN1_0435		mRNA	phosphomannose isomerase type I	930	5.9409	0.0000	19.6847	0.0000	13.0806	1.8505	43.1108	6.0989	72.9968	3.5516	129.8350	6.3170	31.3977	3.0495	129.8350	6.3170	80.6164	4.6833	617.4312	18.7925	151.7729	4.6194	40.0914	0.6161	211.5593	3.2513	35.4043	0.3075	255.7881	2.2218	75.4957	0.9237	230.2281	2.8167
CP002027.1	gene	538690	539344	+	MMSYN1_0436	ung	mRNA	uracil-DNA glycosylase (UDG)	654	1.0428	0.0000	3.4553	0.0000	0.6269	0.0000	2.0662	0.0000	3.6743	0.0000	6.5353	0.0000	2.7607	0.0000	6.5353	0.0000	4.6480	0.0000	593.9281	12.5703	145.9955	3.0900	44.6300	0.0810	235.5090	0.4276	22.8930	0.3058	165.3965	2.2094	67.5229	0.3869	205.9148	1.1797
CP002027.1	gene	539416	540397	+	MMSYN1_0437		mRNA	cmp-binding-factor	981	60.3374	0.2589	199.9244	0.8579	80.4128	1.1906	265.0221	3.9240	394.8206	4.1254	702.2437	7.3376	232.4732	2.3910	702.2437	7.3376	467.3585	4.8643	3562.0316	31.7829	875.5952	7.8127	269.9062	2.2987	1424.2750	12.1299	351.0581	3.1182	2536.3156	22.5286	620.9643	5.4169	1893.6636	16.5192
CP002027.1	gene	540427	540826	-	MMSYN1_0438		mRNA	protein hit	399	3.1604	0.0000	10.4718	0.0000	8.7268	0.0000	28.7616	0.0000	377.2381	0.0000	670.9708	0.0000	19.6167	0.0000	670.9708	0.0000	345.2937	0.0000	2808.4336	139.4110	690.3507	34.2691	308.6165	2.1779	1628.5465	11.4929	485.2406	0.4261	3505.7538	3.0782	793.8571	2.6040	2420.9094	7.9411
CP002027.1	gene	540828	542985	-	MMSYN1_0439		mRNA	putative liporotein	2157	325.0825	3.0714	1077.1414	10.1769	330.3375	2.5999	1088.7157	8.5687	996.2680	5.8187	1772.0021	10.3494	1082.9286	9.3728	1772.0021	10.3494	1427.4653	9.8611	6245.3496	85.6198	1535.1909	21.0465	109.4223	1.6657	577.4136	8.7900	82.8048	0.7334	598.2461	5.2988	192.2272	2.3992	586.2069	7.3164
CP002027.1	gene	542984	545921	-	MMSYN1_0440		mRNA	putative liporotein	2937	234.4903	3.8117	776.9695	12.6299	239.9445	3.5727	790.8014	11.7748	838.3984	12.8114	1491.2089	22.7868	783.8854	12.2023	1491.2089	22.7868	1137.5472	17.4946	12976.0460	64.5410	3189.6865	15.8651	92.3585	1.7756	487.3691	9.3698	86.8226	1.4978	627.2738	10.8212	179.1811	3.2734	546.4224	9.9824
CP002027.1	gene	546123	547362	+	MMSYN1_0441		mRNA	probable cysteine desulfurase	1239	0.6489	4.1784	2.1501	13.8448	0.3567	5.1776	1.1757	17.0640	4.3333	11.8660	7.7074	21.1054	1.6629	15.4544	7.7074	21.1054	4.6852	18.2799	158.2462	72.1404	38.8990	17.7331	17.8749	5.1227	94.3245	27.0320	27.1130	0.9193	195.8853	6.6417	44.9879	6.0420	137.1930	18.4253
CP002027.1	gene	547364	547802	+	MMSYN1_0442		mRNA	nitrogen fixation protein nifu	438	0.0000	0.0000	0.0000	0.0000	0.4384	1.1393	1.4447	3.7548	0.0000	0.4840	0.0000	0.8609	0.7224	1.8774	0.0000	0.8609	0.3612	1.3691	222.3242	16.3447	54.6503	4.0178	83.0753	1.8516	438.3824	9.7707	21.8242	1.1187	157.6749	8.0825	104.8995	2.9703	319.8967	9.0581
CP002027.1	gene	547794	548358	+	MMSYN1_0443	mthfs	mRNA	5-formyltetrahydrofolate cyclo-ligase	564	0.0000	0.0000	0.0000	0.0000	0.4468	0.0000	1.4726	0.0000	0.0000	2.1667	0.0000	3.8537	0.7363	0.0000	0.0000	3.8537	0.3681	1.9269	86.7589	8.7128	21.3265	2.1417	81.1791	2.4752	428.3759	13.0613	19.7890	0.6099	142.9711	4.4066	100.9681	3.0851	307.9075	9.4082
CP002027.1	gene	548378	550274	+	MMSYN1_0444		mRNA	endopeptidase O	1896	21.7853	0.0000	72.1844	0.0000	21.0164	0.0000	69.2650	0.0000	59.8091	0.6266	106.3788	1.1145	70.7247	0.0000	106.3788	1.1145	88.5518	0.5572	31.3903	5.9974	7.7162	1.4742	74.6535	0.8391	393.9409	4.4281	68.4626	0.3776	494.6265	2.7283	143.1160	1.2168	436.4399	3.7106
CP002027.1	gene	550493	551777	+	MMSYN1_0445	pgi	mRNA	glucose-6-phosphate isomerase	1284	180.8988	0.0000	599.3972	0.0000	185.5023	0.0000	611.3726	0.0000	1018.0335	1.7562	1810.7151	3.1237	605.3849	0.0000	1810.7151	3.1237	1208.0500	1.5619	30190.8466	13.5530	7421.3159	3.3315	165.5615	0.4424	873.6558	2.3343	98.0265	0.3255	708.2192	2.3520	263.5880	0.7679	803.8256	2.3418
CP002027.1	gene	551788	552253	+	MMSYN1_0446		mRNA	conserved hypothetical protein	465	35.8430	0.5419	118.7637	1.7957	54.8860	0.0000	180.8916	0.0000	648.5097	1.3806	1153.4653	2.4557	149.8276	0.8978	1153.4653	2.4557	651.6464	1.6768	31173.4989	35.5140	7662.8651	8.7298	167.5742	0.0000	884.2765	0.0000	326.0602	2.7075	2355.7115	19.5613	493.6344	2.7075	1505.3643	8.2567
CP002027.1	gene	552274	552778	+	MMSYN1_0447		mRNA	dUTPase superfamily	504	3.3373	0.0000	11.0579	0.0000	4.5020	0.0000	14.8375	0.0000	24.5813	0.0000	43.7214	0.0000	12.9477	0.0000	43.7214	0.0000	28.3345	0.0000	12296.0635	34.3373	3022.5377	8.4406	199.2460	0.0000	1051.4064	0.0000	246.1369	0.9762	1778.2836	7.0528	445.3829	0.9762	1358.2188	2.9769
CP002027.1	gene	552794	553562	+	MMSYN1_0448		mRNA	rRNA methylase	768	85.4154	0.0000	283.0187	0.0000	132.0482	0.0000	435.2001	0.0000	816.7383	0.7344	1452.6834	1.3062	359.1094	0.0000	1452.6834	1.3062	905.8964	0.6531	6185.0964	19.9141	1520.3798	4.8951	331.5430	0.0000	1749.5275	0.0000	468.4466	0.5651	3384.4211	4.0828	799.9896	0.5651	2439.6106	1.7233
CP002027.1	gene	553644	554187	+	MMSYN1_0449	tnpA_2	mRNA	IS1296 transposase protein A	543	10.9042	0.4788	36.1305	1.5865	8.4696	0.5267	27.9139	1.7359	83.2523	0.3168	148.0759	0.5634	32.0222	1.6612	148.0759	0.5634	90.0490	1.1123	85.7440	0.0000	21.0770	0.0000	5.0166	0.6648	26.4721	3.5082	8.3407	0.0884	60.2597	0.6387	13.3573	0.7532	40.7337	2.2970
CP002027.1	gene	554324	555056	+	MMSYN1_0450	tnpB_2	mRNA	IS1296 transposase protein B	732	22.6530	0.0000	75.0594	0.0000	18.2582	0.5383	60.1748	1.7740	105.3101	1.9276	187.3088	3.4285	67.6171	0.8870	187.3088	3.4285	127.4629	2.1577	51.9440	0.0000	12.7685	0.0000	3.6913	0.6066	19.4785	3.2008	12.7609	0.4358	92.1948	3.1485	16.4522	1.0423	50.1718	3.1787
CP002027.1	gene	555217	556633	+	MMSYN1_0451		mRNA	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase)(glyceraldehyde-3-phosphate dehydrogenase [nadp+]) (triosephosphatedehydrogenase)	1416	112.2542	0.3432	371.9477	1.1372	92.4237	0.1893	304.6072	0.6238	339.3778	0.5240	603.6310	0.9320	338.2774	0.8805	603.6310	0.9320	470.9542	0.9063	905.9350	2.7874	222.6910	0.6852	204.5184	0.0000	1079.2281	0.0000	273.3969	0.0000	1975.2309	0.0000	477.9153	0.0000	1457.4279	0.0000
CP002027.1	gene	556819	558751	+	MMSYN1_0452	parE	mRNA	DNA topoisomerase IV_ B subunit	1932	29.8975	0.8509	99.0636	2.8195	32.0818	1.7702	105.7341	5.8341	76.7298	0.5373	136.4747	0.9556	102.3989	4.3268	136.4747	0.9556	119.4368	2.6412	728.6460	17.0958	179.1110	4.2024	15.9643	0.1392	84.2423	0.7347	19.5062	0.4860	140.9280	3.5114	35.4705	0.6253	108.1692	1.9068
CP002027.1	gene	558752	561449	+	MMSYN1_0453	parC	mRNA	DNA topoisomerase IV_ A subunit	2697	16.9659	0.0000	56.2155	0.0000	19.3063	0.5213	63.6290	1.7181	56.1127	0.0923	99.8043	0.1642	59.9222	0.8591	99.8043	0.1642	79.8633	0.5116	1427.3437	10.7553	350.8603	2.6438	31.0793	0.3927	164.0034	2.0720	40.7408	0.5365	294.3433	3.8763	71.8202	0.9292	219.0194	2.8336
CP002027.1	gene	561556	563740	+	MMSYN1_0454		mRNA	hypothetical protein	2184	3.2839	0.0000	10.8809	0.0000	2.8132	0.2289	9.2716	0.7545	6.8489	0.6268	12.1817	1.1149	10.0763	0.3773	12.1817	1.1149	11.1290	0.7461	70.0641	19.2248	17.2227	4.7257	20.4029	0.9135	107.6647	4.8203	31.7216	0.0064	229.1815	0.0463	52.1245	0.9199	158.9566	2.8052
CP002027.1	gene	563781	565299	-	MMSYN1_0455		pseudo	PSEUDOGENE - putative membrane protein	1518	124.3472	5.2069	412.0169	17.2526	126.8577	5.0501	418.0936	16.6438	509.2022	5.0955	905.6875	9.0631	415.0552	16.9482	905.6875	9.0631	660.3713	13.0057	864.7477	8.5975	212.5666	2.1134	109.5441	0.0290	578.0562	0.1530	154.6706	1.1238	1117.4603	8.1195	264.2148	1.1528	805.7369	3.5156
