locus_tag	gene_name	gene_product	chrom	start0	end0	strand	gene_len	Illumina_sense_avg_depth	Illumina_antisense_avg_depth	Illumina_sense_TPM	Illumina_antisense_TPM	ONT_sense_avg_depth	ONT_antisense_avg_depth	ONT_sense_TPM	ONT_antisense_TPM
JCVISYN3A_0592		Uncharacterized protein	CP016816.2	361574	362774	-	1200	19.4942	854.2483	10.6683	467.4930	37.6450	38.3042	158.9128	161.6954
JCVISYN3A_0593		Uncharacterized protein	CP016816.2	363270	363549	-	279	2.0968	1965.3297	1.1475	1075.5396	8.7491	158.4122	36.9330	668.7135
JCVISYN3A_0599		Uncharacterized protein	CP016816.2	363817	363958	-	141	97.4539	260.7021	53.3323	142.6709	222.1631	18.9504	937.8286	79.9961
JCVISYN3A_0600	rnjA	Ribonuclease J	CP016816.2	364771	366604	+	1833	2453.6945	3.7152	1342.8004	2.0332	97.3928	2.2859	411.1292	9.6495
JCVISYN3A_0601		Uncharacterized protein	CP016816.2	366678	367623	+	945	752.1111	6.0444	411.5977	3.3079	667.5577	0.7079	2817.9956	2.9884
JCVISYN3A_0602			CP016816.2	367754	369517	+	1763	514.3846	2.7839	281.5003	1.5235	130.2535	1.0335	549.8460	4.3626
JCVISYN3A_0604		Uncharacterized protein	CP016816.2	369519	370188	+	669	627.8416	2.8236	343.5904	1.5452	158.6024	5.1839	669.5164	21.8829
JCVISYN3A_0605		Uncharacterized protein	CP016816.2	370370	370679	+	309	218.6084	16.1618	119.6349	8.8447	24.3851	2.6764	102.9381	11.2979
JCVISYN3A_0606	pgk	Phosphoglycerate kinase	CP016816.2	370945	372160	-	1215	2062.8206	7.7802	1128.8921	4.2578	826.6914	0.0000	3489.7548	0.0000
JCVISYN3A_0607	gapDH	Type I glyceraldehyde-3-phosphate dehydrogenase	CP016816.2	372271	373288	-	1017	9402.9685	7.2566	5145.8362	3.9712	2933.7394	0.0000	12384.3454	0.0000
JCVISYN3A_0608	dnaI	Primosomal protein	CP016816.2	373388	374327	-	939	71.4995	0.1821	39.1286	0.0997	52.2907	0.9808	220.7376	4.1404
JCVISYN3A_0609	dnaB	Chromosome replication initiation protein	CP016816.2	374336	375521	-	1185	27.1376	0.5797	14.8512	0.3173	62.4068	0.8473	263.4408	3.5766
JCVISYN3A_0610	mutM	DNA-formamidopyrimidine glycosylase	CP016816.2	375677	376502	-	825	66.3794	0.4933	36.3266	0.2700	38.9091	0.9321	164.2490	3.9348
JCVISYN3A_0611	polA	DNA polymerase I	CP016816.2	376512	379248	-	2736	78.2708	2.5837	42.8342	1.4139	41.0618	1.7613	173.3362	7.4352
JCVISYN3A_0612	dnaE	DNA polymerase III subunit alpha	CP016816.2	379256	382220	-	2964	71.8188	6.6282	39.3033	3.6273	30.9784	1.5601	130.7707	6.5855
JCVISYN3A_0613	tyrRS	Tyrosine--tRNA ligase	CP016816.2	382414	383659	-	1245	475.9880	1.5566	260.4875	0.8519	138.6964	0.7518	585.4862	3.1736
JCVISYN3A_0614	pncB	Nicotinate phosphoribosyltransferase	CP016816.2	383667	384729	-	1062	661.0593	4.1761	361.7691	2.2854	137.9322	0.6055	582.2603	2.5559
JCVISYN3A_0615		Uncharacterized protein	CP016816.2	384706	385315	-	609	176.6585	5.8686	96.6775	3.2117	145.7833	3.8128	615.4024	16.0952
JCVISYN3A_0616	fakB	Fatty acid binding protein	CP016816.2	385389	386229	+	840	1449.6524	4.3274	793.3318	2.3682	289.7750	0.8333	1223.2421	3.5178
JCVISYN3A_0617	fakB	Fatty acid binding protein	CP016816.2	386239	387091	+	852	1744.4601	4.7453	954.6672	2.5969	294.3310	0.0141	1242.4746	0.0595
JCVISYN3A_0618	tRNA-Trp		CP016816.2	387126	387201	-	75	60.9867	8.0000	33.3754	4.3781	18.3333	51.2267	77.3914	216.2458
JCVISYN3A_0619	tRNA-Trp		CP016816.2	387238	387314	-	76	435.8684	19.0658	238.5319	10.4339	140.5263	49.3289	593.2110	208.2348
JCVISYN3A_0620		Uncharacterized transcriptional regulator	CP016816.2	387389	387854	-	465	123.4882	9.5075	67.5797	5.2031	176.0817	61.4538	743.3028	259.4179
JCVISYN3A_0621	acpA	Acyl carrier protein	CP016816.2	387854	388076	-	222	182.9009	12.8063	100.0937	7.0083	159.9369	32.2973	675.1500	136.3382
JCVISYN3A_0622		Uncharacterized lipoprotein	CP016816.2	388099	388462	-	363	1.5895	4.5096	0.8699	2.4679	7.5840	14.8292	32.0148	62.5993
JCVISYN3A_0623		Uncharacterized protein	CP016816.2	388448	389519	-	1071	2.3053	4.8655	1.2616	2.6627	2.0373	11.4538	8.6004	48.3504
JCVISYN3A_0624	tRNA-His		CP016816.2	389619	389695	-	76	25.5658	4.2500	13.9910	2.3258	0.9079	2.8553	3.8325	12.0531
JCVISYN3A_0634	leuRS	Leucine--tRNA ligase	CP016816.2	389881	392296	-	2415	440.3424	7.5992	240.9803	4.1587	88.3689	4.2534	373.0364	17.9552
JCVISYN3A_0635	tRNA-Ile		CP016816.2	392433	392510	-	77	75.6234	4.0000	41.3854	2.1890	25.1299	3.7792	106.0820	15.9534
JCVISYN3A_0636		Uncharacterized lipoprotein	CP016816.2	392582	395372	-	2790	59.3211	2.0735	32.4639	1.1347	95.4978	2.4412	403.1300	10.3052
JCVISYN3A_0637	rpsI	30S ribosomal protein S9	CP016816.2	395530	395929	-	399	27301.5664	28.5764	14940.9614	15.6386	3534.7419	0.1053	14921.3879	0.4444
JCVISYN3A_0638	rplM	50S ribosomal protein L13	CP016816.2	395928	396384	-	456	30371.3180	26.4627	16620.9030	14.4819	1579.0702	1.0724	6665.8103	4.5268
JCVISYN3A_0639		Uncharacterized efflux ABC transporter permease	CP016816.2	396513	400659	-	4146	102.3866	2.9491	56.0318	1.6139	72.8107	2.1604	307.3594	9.1198
JCVISYN3A_0640	truA	tRNA pseudouridine(38-40) synthase	CP016816.2	400753	401509	-	756	295.0423	1.6138	161.4638	0.8831	133.1786	0.8042	562.1936	3.3949
JCVISYN3A_0641	ecfT	ECF transporter T component	CP016816.2	401511	402522	-	1011	739.4055	8.6716	404.6445	4.7456	166.2542	1.3254	701.8174	5.5951
JCVISYN3A_0642	ecfA	ECF transporter ATPase	CP016816.2	402535	403447	-	912	746.3860	6.0713	408.4646	3.3225	110.6458	0.5252	467.0750	2.2171
JCVISYN3A_0643	ecfA	ECF transporter ATPase	CP016816.2	403434	404661	-	1227	317.0823	2.1703	173.5254	1.1877	221.4091	0.2665	934.6458	1.1250
JCVISYN3A_0644	rplQ	50S ribosomal protein L17	CP016816.2	404768	405128	-	360	8446.7389	7.1028	4622.5333	3.8870	823.3556	1.7278	3475.6732	7.2936
JCVISYN3A_0645	rpoA	DNA-directed RNA polymerase subunit alpha	CP016816.2	405147	406101	-	954	14300.7484	32.9308	7826.1784	18.0216	385.8092	0.2935	1628.6364	1.2390
JCVISYN3A_0646	rpsK	30S ribosomal protein S11	CP016816.2	406104	406494	-	390	24184.2949	32.6795	13235.0140	17.8841	54.3205	0.0000	229.3060	0.0000
JCVISYN3A_0647	rpsM	30S ribosomal protein S13	CP016816.2	406519	406885	-	366	15777.0164	132.8197	8634.0757	72.6864	113.6995	0.0000	479.9654	0.0000
JCVISYN3A_0648	rpmJ	50S ribosomal protein L36	CP016816.2	406921	407035	-	114	22866.5351	71.9912	12513.8614	39.3977	152.4561	0.0000	643.5710	0.0000
JCVISYN3A_0649	infA	Translation initiation factor IF-1	CP016816.2	407103	407328	-	225	19609.7600	30.2756	10731.5698	16.5685	373.6933	0.6089	1577.4909	2.5703
JCVISYN3A_0650	map	Type I methionyl aminopeptidase	CP016816.2	407339	408095	-	756	5768.3201	10.9868	3156.7510	6.0126	799.6706	1.3743	3375.6909	5.8016
JCVISYN3A_0651	adk	Adenylate kinase	CP016816.2	408094	408736	-	642	643.9907	3.4860	352.4281	1.9077	160.0826	2.9782	675.7647	12.5720
JCVISYN3A_0652	secY	Preprotein translocase subunit	CP016816.2	408863	410312	-	1449	11299.1118	17.2664	6183.5131	9.4491	638.3851	0.8585	2694.8479	3.6241
JCVISYN3A_0653	rplO	50S ribosomal protein L15	CP016816.2	410311	410749	-	438	28245.9224	77.3242	15457.7663	42.3162	230.1119	0.0000	971.3831	0.0000
JCVISYN3A_0654	rpsE	30S ribosomal protein S5	CP016816.2	410767	411532	-	765	19593.0771	24.2392	10722.4400	13.2651	185.8967	0.1542	784.7355	0.6511
JCVISYN3A_0655	rplR	50S ribosomal protein L18	CP016816.2	411550	411901	-	351	11646.0028	14.5271	6373.3515	7.9500	187.4615	1.5584	791.3411	6.5786
JCVISYN3A_0656	rplF	50S ribosomal protein L6	CP016816.2	411926	412469	-	543	22346.3941	30.7403	12229.2108	16.8228	107.5562	0.0976	454.0324	0.4120
JCVISYN3A_0657	rpsH	30S ribosomal protein S8	CP016816.2	412482	412872	-	390	22166.6154	19.9846	12130.8257	10.9367	150.0641	0.0000	633.4733	0.0000
JCVISYN3A_0658	rpsN	30S ribosomal protein S14	CP016816.2	412891	413077	-	186	21568.5484	17.0699	11803.5296	9.3416	134.1828	0.0000	566.4328	0.0000
JCVISYN3A_0659	rplE	50S ribosomal protein L5	CP016816.2	413095	413638	-	543	14723.8969	17.6906	8057.7492	9.6813	176.2799	0.0000	744.1395	0.0000
JCVISYN3A_0660	rplX	50S ribosomal protein L24	CP016816.2	413656	413983	-	327	24794.2110	32.6422	13568.7947	17.8637	98.5291	0.0000	415.9258	0.0000
JCVISYN3A_0661	rplN	50S ribosomal protein L14	CP016816.2	413996	414365	-	369	27923.4580	27.8320	15281.2956	15.2312	100.7615	0.0000	425.3498	0.0000
JCVISYN3A_0662	rpsQ	30S ribosomal protein S17	CP016816.2	414380	414641	-	261	22176.3257	36.2031	12136.1397	19.8124	98.3870	0.0000	415.3260	0.0000
JCVISYN3A_0663	rpmC	50S ribosomal protein L29	CP016816.2	414637	415054	-	417	23347.8993	34.6954	12777.2911	18.9873	84.2398	0.0000	355.6058	0.0000
JCVISYN3A_0664	rplP	50S ribosomal protein L16	CP016816.2	415053	415467	-	414	24087.7947	26.4614	13182.2037	14.4811	214.8092	0.0000	906.7851	0.0000
JCVISYN3A_0665	rpsC	30S ribosomal protein S3	CP016816.2	415469	416171	-	702	19027.8219	20.2707	10413.1004	11.0932	92.5114	0.0000	390.5231	0.0000
JCVISYN3A_0666	rplV	50S ribosomal protein L22	CP016816.2	416188	416524	-	336	18128.2768	20.2560	9920.8184	11.0852	262.4405	0.0000	1107.8535	0.0000
JCVISYN3A_0667	rpsS	30S ribosomal protein S19	CP016816.2	416547	416814	-	267	25014.9738	59.6629	13689.6085	32.6509	105.0187	0.0000	443.3210	0.0000
JCVISYN3A_0668	rplB	50S ribosomal protein L2	CP016816.2	416835	417684	-	849	24833.3086	38.9046	13590.1911	21.2908	61.2650	0.0000	258.6212	0.0000
JCVISYN3A_0669	rplW	50S ribosomal protein L23	CP016816.2	417738	418023	-	285	8080.5053	6.7895	4422.1095	3.7156	116.3614	0.0000	491.2024	0.0000
JCVISYN3A_0670	rplD	50S ribosomal protein L4	CP016816.2	418022	418649	-	627	15376.7751	22.2089	8415.0411	12.1540	121.1372	0.2041	511.3625	0.8618
JCVISYN3A_0671	rplC	50S ribosomal protein L3	CP016816.2	418661	419333	-	672	25394.3720	37.5327	13897.2367	20.5400	251.1682	0.0000	1060.2691	0.0000
JCVISYN3A_0672	rpsJ	30S ribosomal protein S10	CP016816.2	419408	419717	-	309	20247.1165	18.1392	11080.3674	9.9268	448.0744	0.4757	1891.4797	2.0082
JCVISYN3A_0678	tRNA-Thr		CP016816.2	420559	420635	-	76	2781.5789	2.4868	1522.2373	1.3609	1065.1184	26.9605	4496.2393	113.8099
JCVISYN3A_0679	tRNA-Val		CP016816.2	420647	420723	-	76	2380.1316	6.3026	1302.5426	3.4492	311.8421	24.0000	1316.3951	101.3124
JCVISYN3A_0680	tRNA-Glu		CP016816.2	420730	420806	-	76	1998.4211	5.7500	1093.6490	3.1467	179.9211	17.0658	759.5100	72.0407
JCVISYN3A_0681	tRNA-Asn		CP016816.2	420813	420889	-	76	2126.6184	5.6711	1163.8059	3.1035	246.2763	9.5921	1039.6189	40.4916
JCVISYN3A_0684	folD	Bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/5%2C10-methylene-tetrahydrofolate cyclohydrolase	CP016816.2	420990	421857	-	867	239.3230	7.3737	130.9711	4.0353	157.2503	2.8893	663.8087	12.1966
JCVISYN3A_0685	natA	Sodium transporter	CP016816.2	421865	423467	-	1602	187.3377	5.4869	102.5218	3.0027	127.2129	2.8596	537.0102	12.0712
JCVISYN3A_0686	trkA	Potassium transporter	CP016816.2	423545	424274	+	729	176.1399	1.8313	96.3937	1.0022	522.5364	4.0741	2205.8096	17.1981
JCVISYN3A_0687	gatB	Glutamyl-tRNA amidotransferase subunit B	CP016816.2	424300	425740	-	1440	463.9299	4.9806	253.8887	2.7256	195.5694	16.1090	825.5674	68.0019
JCVISYN3A_0688	gatA	Glutamyl-tRNA amidotransferase subunit A	CP016816.2	425741	427199	-	1458	1405.2160	5.5748	769.0137	3.0508	61.3450	1.6481	258.9588	6.9574
JCVISYN3A_0689	gatC	Glutamyl-tRNA amidotransferase subunit C	CP016816.2	427198	427495	-	297	702.2929	2.7576	384.3344	1.5091	54.9764	0.1684	232.0748	0.7107
JCVISYN3A_0690	ligA	DNA ligase (NAD(+))	CP016816.2	427496	429503	-	2007	640.3453	1.6109	350.4332	0.8816	66.7449	0.4260	281.7537	1.7983
JCVISYN3A_0691		Uncharacterized protein	CP016816.2	429506	431528	-	2022	261.6118	3.8650	143.1688	2.1151	59.4357	1.3368	250.8990	5.6431
JCVISYN3A_0692		Uncharacterized pseudouridine synthase	CP016816.2	431530	432439	-	909	80.0836	2.7437	43.8263	1.5015	91.6205	1.4169	386.7622	5.9814
JCVISYN3A_0693		Uncharacterized protease	CP016816.2	432441	433410	-	969	173.7595	2.8080	95.0911	1.5367	252.7110	2.3746	1066.7821	10.0241
JCVISYN3A_0694	ptsH	Phosphocarrier protein	CP016816.2	433465	433735	-	270	11247.1926	11.8185	6155.0999	6.4678	911.6741	1.1741	3848.4967	4.9562
JCVISYN3A_0695	pcrA	ATP-dependent DNA helicase	CP016816.2	433799	435968	-	2169	64.8838	2.1291	35.5081	1.1652	61.4182	2.0775	259.2677	8.7697
JCVISYN3A_0696		Uncharacterized transporter	CP016816.2	435984	436740	-	756	48.0979	2.6217	26.3219	1.4347	27.4246	2.2566	115.7689	9.5260
JCVISYN3A_0697		Uncharacterized glycosyl transferase	CP016816.2	436739	437696	-	957	51.9143	4.2299	28.4104	2.3148	129.6907	2.4201	547.4700	10.2159
JCVISYN3A_0706	thiB	Thiamine ABC transporter permease	CP016816.2	438117	439866	-	1749	121.3082	4.7696	66.3867	2.6102	50.6158	5.8308	213.6670	24.6137
JCVISYN3A_0707	thiQ	Thiamine ABC transporter ATP-binding protein	CP016816.2	439829	440579	-	750	311.7387	11.7133	170.6010	6.4102	48.1227	2.0733	203.1427	8.7523
JCVISYN3A_0708	thiB	Thiamine ABC transporter substrate-binding protein	CP016816.2	440592	442056	-	1464	588.5867	13.1680	322.1080	7.2063	60.9467	1.0895	257.2775	4.5991
JCVISYN3A_0710		Uncharacterized hydrolase	CP016816.2	442278	443142	-	864	169.1215	9.3947	92.5529	5.1413	117.2870	8.7731	495.1098	37.0345
JCVISYN3A_0717	tRNA-Arg		CP016816.2	443478	443555	+	77	2421.2987	3.1948	1325.0716	1.7484	165.5584	0.0000	698.8804	0.0000
JCVISYN3A_0718	tRNA-Pro		CP016816.2	443602	443679	+	77	3428.6364	2.7662	1876.3437	1.5138	357.0779	0.0000	1507.3514	0.0000
JCVISYN3A_0719	tRNA-Ala		CP016816.2	443689	443765	+	76	4631.4737	1.8421	2534.6044	1.0081	523.3684	0.0000	2209.3221	0.0000
JCVISYN3A_0720	tRNA-Met		CP016816.2	443769	443846	+	77	7058.2208	6.1948	3862.6576	3.3901	634.7403	0.0000	2679.4618	0.0000
JCVISYN3A_0721	tRNA-Met		CP016816.2	443857	443934	+	77	5609.4416	3.2987	3069.8037	1.8052	788.9740	0.0000	3330.5367	0.0000
JCVISYN3A_0722	tRNA-Ser		CP016816.2	443976	444069	+	93	9697.3011	62.5914	5306.9116	34.2536	866.5806	0.0000	3658.1415	0.0000
JCVISYN3A_0723	tRNA-Met		CP016816.2	444091	444167	+	76	6172.4868	7.3289	3377.9339	4.0108	844.2500	0.0000	3563.8760	0.0000
JCVISYN3A_0724	tRNA-Asp		CP016816.2	444169	444246	+	77	8465.8701	12.2468	4633.0030	6.7021	811.2468	0.0000	3424.5577	0.0000
JCVISYN3A_0725	tRNA-Phe		CP016816.2	444254	444330	+	76	44969.6579	39.4474	24609.9403	21.5878	1591.8026	0.0000	6719.5585	0.0000
JCVISYN3A_0726	nagB	Glucosamine-6-phosphate deaminase	CP016816.2	444437	445172	+	735	10007.8272	19.5252	5476.8491	10.6853	8051.2816	1.5020	33987.2901	6.3406
JCVISYN3A_0727	tpiA	Triose-phosphate isomerase	CP016816.2	445269	446016	+	747	2121.5127	2.9598	1161.0118	1.6198	170.8916	0.0000	721.3934	0.0000
JCVISYN3A_0728		Uncharacterized hydrolase	CP016816.2	446008	446845	+	837	1939.0550	17.6906	1061.1605	9.6813	167.4229	0.0000	706.7511	0.0000
JCVISYN3A_0729	pgm	Phosphoglycerate mutase (2%2C3-diphosphoglycerate-independent)	CP016816.2	446847	448443	+	1596	3214.0000	3.8239	1758.8826	2.0927	347.3503	0.1535	1466.2875	0.6480
JCVISYN3A_0730		Uncharacterized protein	CP016816.2	448542	449142	+	600	20.7117	10.0483	11.3346	5.4990	92.7050	28.3783	391.3404	119.7949
JCVISYN3A_0732	deoC	Deoxyribose-phosphate aldolase	CP016816.2	449194	449863	-	669	678.5620	6.9910	371.3475	3.8259	435.0149	4.7504	1836.3510	20.0530
JCVISYN3A_0733	deoB	Phosphopentomutase	CP016816.2	449874	451551	-	1677	255.3357	3.4562	139.7341	1.8914	220.9475	1.5951	932.6972	6.7335
JCVISYN3A_0747	punA	Purine-nucleoside phosphorylase	CP016816.2	451914	452568	+	654	450.8639	4.2248	246.7382	2.3120	905.1865	0.1147	3821.1106	0.4841
JCVISYN3A_0771	nrdE	Ribonucleotide-diphosphate reductase subunit alpha	CP016816.2	452720	454883	-	2163	460.0162	179.6329	251.7469	98.3053	127.5377	126.8387	538.3814	535.4305
JCVISYN3A_0772	nrdI	Ribonucleotide reductase assembly protein	CP016816.2	454869	455343	-	474	757.7257	90.5802	414.6704	49.5706	66.3840	5.4219	280.2301	22.8879
JCVISYN3A_0773	nrdF	Ribonucleoside-diphosphate reductase subunit beta	CP016816.2	455351	456371	-	1020	985.9343	65.9990	539.5590	36.1184	319.3402	6.6304	1348.0472	27.9892
JCVISYN3A_0774	secG	Preprotein translocase subunit	CP016816.2	456669	456954	+	285	269.8596	4.0912	147.6825	2.2390	149.6316	2.0175	631.6475	8.5168
JCVISYN3A_0775	rnr	Ribonuclease R	CP016816.2	456989	459104	+	2115	93.3168	2.3248	51.0682	1.2723	133.2993	1.8690	562.7032	7.8898
JCVISYN3A_0776	smpB	SsrA-binding protein	CP016816.2	459113	459560	+	447	201.6286	2.8412	110.3426	1.5548	286.7562	0.0000	1210.4985	0.0000
JCVISYN3A_0777		Uncharacterized protein	CP016816.2	459559	460045	+	486	125.6296	0.6440	68.7516	0.3525	373.5885	0.0000	1577.0483	0.0000
JCVISYN3A_0778		Uncharacterized protein	CP016816.2	460164	460416	+	252	10936.4127	14.1190	5985.0236	7.7267	1687.7698	19.5556	7124.6698	82.5509
JCVISYN3A_0779	ptsG	PTS sugar transporter	CP016816.2	460466	462704	+	2238	38993.2042	74.9718	21339.2868	41.0288	1262.5822	70.6805	5329.8034	298.3673
JCVISYN3A_0787	mgtA	Magnesium-translocating P-type ATPase	CP016816.2	463041	465870	-	2829	403.6034	136.0650	220.8746	74.4625	198.1410	30.7858	836.4230	129.9576
JCVISYN3A_0789	atpC	F0F1 ATP synthase subunit delta/epsilon	CP016816.2	466287	466587	-	300	991.6200	1.9367	542.6706	1.0599	229.4633	0.0000	968.6454	0.0000
JCVISYN3A_0790	atpD	F0F1 ATP synthase subunit beta	CP016816.2	466586	468014	-	1428	4716.7136	9.1275	2581.2525	4.9951	164.0735	3.3207	692.6120	14.0180
JCVISYN3A_0791	atpG	F0F1 ATP synthase subunit gamma	CP016816.2	468022	468865	-	843	1487.8719	4.0700	814.2477	2.2273	73.6085	0.3915	310.7275	1.6525
JCVISYN3A_0792	atpA	F0F1 ATP synthase subunit alpha	CP016816.2	468866	470444	-	1578	3798.6160	6.4309	2078.8175	3.5194	110.5754	1.0032	466.7777	4.2347
JCVISYN3A_0793	atpD	F0F1 ATP synthase subunit delta	CP016816.2	470455	471001	-	546	631.9982	2.8571	345.8651	1.5636	198.8132	0.9853	839.2604	4.1595
JCVISYN3A_0794	atpF	F0F1 ATP synthase subunit B	CP016816.2	471002	471548	-	546	1307.2546	2.8883	715.4036	1.5806	287.2143	0.6374	1212.4325	2.6905
JCVISYN3A_0795	atpE	F0F1 ATP synthase subunit C	CP016816.2	471576	471882	-	306	4498.5556	14.6732	2461.8640	8.0300	327.0784	1.7680	1380.7130	7.4632
JCVISYN3A_0796	atpB	F0F1 ATP synthase subunit A	CP016816.2	471911	472775	-	864	1228.3576	4.4757	672.2268	2.4494	581.1528	1.4421	2453.2502	6.0877
JCVISYN3A_0797		Uncharacterized protein	CP016816.2	472774	473173	-	399	288.8020	2.2757	158.0488	1.2454	461.9925	7.1604	1950.2327	30.2266
JCVISYN3A_0798	upp	Uracil phosphoribosyltransferase	CP016816.2	473312	473936	-	624	2218.5321	5.6587	1214.1062	3.0967	4102.7756	1.7500	17319.2582	7.3874
JCVISYN3A_0799	glyA	Serine hydroxymethyltransferase	CP016816.2	474035	475277	-	1242	866.8816	16.9026	474.4067	9.2500	142.0499	1.1256	599.6426	4.7516
JCVISYN3A_0800	rpiB	Ribose 5-phosphate isomerase B	CP016816.2	475260	475704	-	444	781.5315	2.1644	427.6983	1.1845	75.0068	1.6869	316.6299	7.1212
JCVISYN3A_0803	rpoC	DNA-directed RNA polymerase subunit beta'	CP016816.2	475871	479639	-	3768	4378.1115	11.1038	2395.9502	6.0766	69.1953	4.1404	292.0978	17.4781
JCVISYN3A_0804	rpoB	DNA-directed RNA polymerase subunit beta	CP016816.2	479650	483526	-	3876	2051.0580	3.7131	1122.4550	2.0320	35.0797	0.7928	148.0838	3.3468
JCVISYN3A_0805		Uncharacterized protein	CP016816.2	483515	484691	-	1176	128.1437	0.3673	70.1275	0.2010	77.9014	0.0468	328.8490	0.1974
JCVISYN3A_0806	rplG	50S ribosomal protein L7/L12	CP016816.2	484861	485230	-	369	8242.8482	8.4228	4510.9528	4.6094	2614.2846	0.8645	11035.8141	3.6494
JCVISYN3A_0807	rplJ	50S ribosomal protein L10	CP016816.2	485298	485796	-	498	5557.5060	7.7892	3041.3816	4.2627	1002.5562	1.5482	4232.1423	6.5355
JCVISYN3A_0809	rplA	50S ribosomal protein L1	CP016816.2	486022	486703	-	681	8429.8282	16.4537	4613.2788	9.0044	920.1101	0.0000	3884.1083	0.0000
JCVISYN3A_0810	rplK	50S ribosomal protein L11	CP016816.2	486702	487131	-	429	7937.9394	5.7972	4344.0894	3.1726	589.9907	0.0000	2490.5580	0.0000
JCVISYN3A_0813	galE	UDP-glucose 4-epimerase GalE	CP016816.2	487641	488640	+	999	246.3133	233.8078	134.7966	127.9529	432.5586	66.2813	1825.9817	279.7966
JCVISYN3A_0814	glf	UDP-galactopyranose mutase	CP016816.2	488653	489841	+	1188	114.1616	627.7340	62.4757	343.5316	367.8830	189.0185	1552.9635	797.9136
JCVISYN3A_0817	whiA	Uncharacterized DNA-binding protein	CP016816.2	490470	491400	-	930	215.7452	2.7785	118.0680	1.5205	77.3108	1.8086	326.3559	7.6347
JCVISYN3A_0818	lgt	Diacylglyceryl transferase	CP016816.2	491412	492843	-	1431	1088.3948	11.2942	595.6312	6.1808	75.5164	1.0915	318.7814	4.6078
JCVISYN3A_0819	trx	Thioredoxin-disulfide reductase	CP016816.2	492851	493784	-	933	1329.4759	15.8971	727.5644	8.6998	116.1350	0.0000	490.2469	0.0000
JCVISYN3A_0820	lgt	Diacylglyceryl transferase	CP016816.2	493767	495348	-	1581	93.2960	3.4092	51.0569	1.8657	44.3820	0.4143	187.3522	1.7489
JCVISYN3A_0821	hpr%3B ptsH	HPr(Ser) kinase/phosphatase	CP016816.2	495358	496300	-	942	96.5234	5.4459	52.8230	2.9803	119.4013	2.8599	504.0348	12.0725
JCVISYN3A_0822	ecfS	Uncharacterized ECF transporter S component	CP016816.2	496383	497058	-	675	1129.5141	9.5096	618.1340	5.2042	905.3956	2.0548	3821.9929	8.6741
JCVISYN3A_0823	folC	Dihydrofolate synthase	CP016816.2	497074	498190	-	1116	199.3996	2.9023	109.1228	1.5883	82.3871	1.5081	347.7849	6.3661
JCVISYN3A_0824	uvrA	Excinuclease ABC subunit A	CP016816.2	498182	501023	-	2841	577.2686	10.8068	315.9140	5.9141	42.8652	1.1401	180.9490	4.8127
JCVISYN3A_0825	uvrB	Excinuclease ABC subunit B	CP016816.2	501031	503029	-	1998	129.4014	14.8083	70.8158	8.1039	25.0405	3.4129	105.7049	14.4071
JCVISYN3A_0826	yqeN	DNA polymerase III subunit delta	CP016816.2	503313	504264	+	951	10.2892	2.5216	5.6308	1.3799	15.7865	1.6236	66.6405	6.8536
JCVISYN3A_0827		Uncharacterized protein	CP016816.2	504266	505733	+	1467	189.7014	4.5487	103.8154	2.4893	230.5596	2.5106	973.2733	10.5980
JCVISYN3A_0828	tRNA-Cys		CP016816.2	505898	505973	+	75	13.3600	0.0000	7.3113	0.0000	7.8000	0.0000	32.9265	0.0000
JCVISYN3A_0830		Uncharacterized protein	CP016816.2	506110	506371	+	261	23.2452	1.1264	12.7211	0.6164	106.6552	2.8123	450.2290	11.8715
JCVISYN3A_0831	prs	Phosphoribosylpyrophosphate synthetase	CP016816.2	506550	507585	+	1035	1561.5720	5.6077	854.5805	3.0689	184.2454	2.0773	777.7646	8.7690
JCVISYN3A_0832	pth	Aminoacyl-tRNA hydrolase	CP016816.2	508010	508571	+	561	123.0535	0.2906	67.3418	0.1590	141.2299	0.6292	596.1813	2.6562
JCVISYN3A_0833	rplI	50S ribosomal protein L9	CP016816.2	508691	509135	+	444	168.8716	2.5270	92.4161	1.3829	369.8468	0.1982	1561.2536	0.8367
JCVISYN3A_0834	dnaC	Replicative DNA helicase	CP016816.2	509137	510454	+	1317	607.7669	3.7965	332.6044	2.0777	180.7297	1.0691	762.9235	4.5130
JCVISYN3A_0835		Uncharacterized lipoprotein	CP016816.2	510520	511828	+	1308	752.9480	2.2722	412.0557	1.2435	225.0719	1.1766	950.1075	4.9669
JCVISYN3A_0836	ecfS	Uncharacterized ECF transporter S component	CP016816.2	511969	512896	+	927	622.0237	5.1963	340.4066	2.8437	136.6289	2.6570	576.7587	11.2160
JCVISYN3A_0837	cysRS	Cysteine--tRNA ligase	CP016816.2	512904	514230	+	1326	312.5716	3.1282	171.0569	1.7119	81.4947	0.1614	344.0179	0.6813
JCVISYN3A_0838	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	CP016816.2	514231	514966	+	735	145.1878	2.5660	79.4550	1.4043	48.6354	0.8435	205.3070	3.5609
JCVISYN3A_0932	rpmG	50S ribosomal protein L33	CP016816.2	515026	515188	+	162	433.3827	12.6235	237.1715	6.9083	160.6728	2.7346	678.2565	11.5436
